clean_tweet,label,
ካቀድነው በላይ ታጋች ያሥፈታን ቢሆንም ከእቅዳችን ጋ ይሠናሠል ዘንድ አንዳንዶቹን መልሠን ለአጋቾቹ ሠጥተናል! ወይዘሮ ንጉሡ ጥላሁን! ••• ! :D :D :D !,0,
ጉዳዩ አገር ሰላም ብሎ የተቀመጠን ህዝብ ለበቀል እና የርስበርስ ጦርነት የሚቀሰቅስ ነው።,0,
መጋኛ,0,
አይባልም,0,
ብልፅግና ፓርቲ አዲስ ፓርቲ እንጂ የኢሕአዴግ ውህድ አይደለም ኦቦ በቀለ ገርባ ለ ኦ ኤም ኤን የሰጡት አስተያየት,0,
በ3ኛ አካል ይጣራል የንተ መደሰት እንድንጠራጠር አርጎናል,0,
«ባሐሩን የምታደፈርስ መስሏት አሞራ አለማወቋ እና ለውንብዳናዋ ትልቅ ባህር ላይ ትሸናለች እንጂ የሷ ሽንት ትልቁን ባህር የማደፍረስ አቅም የለውም»  አቦ ለማ መገርሳ  በሰላም አሜሪካ ገብተዋል!,0,
ቱ በሉ የመራራ ፓርቲ በከበቡሽ ካልተዋጠ!  የመራራ ፓርቲ እንደ ልጥ መዋጡ ነው። ያኔ ኧረ ጀዌ (ከበቡሽ) ፓርቲዬን ዋጠው ቢለን መስሚያዬ ...  ወይኔ መራራ ስሜ መራራ,0,
አንተን እስከ ቤተሰቦችሁ ወደቃሌቲ ማረሚያ ቤት ያስገባህ????????,0,
በጎች በሚዘረፉበት አገር? አንፎጋገር,0,
አይ ሳሙኤል በቃ የምትበላውን መፖሰት አስተማርክብን ጠርገው የሚበሉት መጡ,0,
ይህ ሁሉ ለማያውቁ ሰወች እስልምና ይመስላቸዋል በጭራሽ የለውም። ይህ ሰይጣናዊ ዛር አለያም እንደ አዩ ጭፋ አታላይ ነው።,0,
አሁን ያሉትም ያው ናቸው ባክህ! ምን ተቀየረ፥ መሪው ያለውን አሜን እያለ የሚቀጥል ካድሬ ነው። መሪው ደግሞ ከእኔ በላይ አዋቂ የሚል ቱልቱላ ነው :),0,
ባክሽ ፒፕሉ ሲያሽቋልጥ ነው ባለፈውሳምንት ፍትህ ለቀይ ቀለም እሲኪያስብል ቀይ ለብሶ ህዝቤ ሶሻል ሚዲያውን አጨናነቀው  ደሞ አሁን ይሄ ምነው ሸዋ,0,
ፍትህ በሌለበት ሀገር ደሞክራሲ አለ ማለት ህዝብን መዋሸት ነው፤ ኢትዮጵያ ውስጥ ከቀበሌ ሊቀመንበር እስከ ምንስቴር ያለው አመራር ቅናተኛና ቅመኛ ነው፤ ፍትህ ለስዳማ ምሁራን 5 ወር ሙሉ ያለጥፋታቸው ለታሰሩት !!!!!,0,
አብይ ይህን ደንባራ ሙታንታ ሳይታጠቅ አዲሳባ ከዛም ቤተመንግስት የገባን ሽፍታ ዘር ዎንበዴ ጥይት ሳይተኩስ መቀሌ ሸኝቷል…,0,
ከንቲባ ታከለ ዑማ በቢሮዎችና ማዘጋጃ ቤት ስር የሆኑ ተቋማትን ተጠሪነት ወደ ራሳቸው እያዞሩ ነው። የአለም ባንክና የከተማ ልማትና ቤቶች ሚኒስቴር ድርጊቱን ተቃውመዋል። Wazema…,0,
በሊቢያ በጦር ማሰልጠኛ  ተቋም ላይ በደረሰ ጥቃት 30 ሰዎች ተገደሉ፡፡,0,
ድርጅቱ ከተቋቋመው አላማ ውጪ እየተንቀሳቀሰ ነው የሚል ዜና እንዳንሰማ?? እንዴት እኝህ የምያክል ጉመት ፖለቲከኛና የኢትዮጵያዊያን ህዝብ ተወዳጅ ከነፍሰበላው ጃ-…,0,
ዲኑ የቆየ ነው የምንሰማበት መልኩ እንዲህ መራራ መሆኑን ለማንሳት ነው,0,
እንደሱማ ከሆነ እናንተም ቦታ ላይኖራችሁ ነው,0,
ይልቅ ለሶስተኛው የአለም ጦርነት እራስሽን አዘጋጅ አልሰማሁም እንዳትይ,0,
በዚ ዘመን ሰዉ ከገንክ ሚቆመዉ ለፎቶ ቢቻ ነዉ ቢገኝም  ከጎንክ ሚቆመዉም ከስንት አንዱ ነዉ,0,
የግል ቢሆን ኖሮ ግን ተደራድረው በሚያዋጣቸው ዋጋ ይሸጡ ነበር። 6,0,
በሙስሊሙ ጉዳይ የአብይ አህመድ አቋም በዚህ ከቀጠለ  ፣እመኑኝ ወያኔ የገባችበት ቅርቃር ውስጥ መግባቱ የማይቀር ነው።,0,
መደመር የተንፈራጠጠ ሀሳብ ነው   ፕሮፌሰር መስፍን ወልደማርያም,0,
እንዳንተ ያሉ በጋዜጠኛ ስም የሚሸረሙጡ ሴሌክቲቭ አታካቸውን ስንመለከት ለአገርና ሳይሆን ለጥቅም አሽከርነት የቆማቹ ህሊናቢስ እንደሆናቹ እንረዳለን:: እዚያዉ ካም…,0,
ራስን የማግሰፍ ስልት ከልክ ስያልፍ ዉሸት መሆኑ ይታወቃል።እኔ ብቻ ነኝ የላቀ ሃሳብ ያለዉ ማለት በራሱ አምባገንነት ነዉ።የሚያገዳድልም የመንግስት ጀሌና ወ…,0,
ባሳለፍነው አርብ በኦሮሚያ ክልል ቄለም ወለጋ ዞን ሰዮ ወረዳ ጉቴ ሰዮማ ቀበሌ በሚኖሩ የአማራ ተወላጆች ላይ ታጣቂዎች 4 ሰዎች መግደላቸውን ሸሽስተው ወደ ደንቢዶሎ ከተ…,0,
እኔ አልላክም ነበር,0,
በለው ! ታድያ  በኢትዮጵያ ሰላም ኣለ የተባለው  የት ኣለ?::,0,
ስራችሁ ሁሉ ክፋት መስሪ  ምን አይነት ስይጣን ነው የተጠናዉታችሁ  የገዛ ወገናችሁን ለማጋደል ቀንና ሌት የምትባዝኑት? እኔ አብሬ ያደግኳቸው ትግራዬች ደግና…,0,
ባህር ዳር ከተማ ወሳኙን ተጫዋች በጉዳት ሊያጣ ነው,0,
ልክ ነው ሚሰማ ሰው አይደለም እኮ????????..,0,
ክልል ላይ የእስልምና ጥላቻ እንደልብ እንዲጋልብ ባዶ ሜዳ ተለቆለታል። በባለሥልጣናትም ድጋፍ ይደረግለታል። ፍዳውን የሚከፍሉት ሙስሊም የአማራ ተወላጆች ናቸው። የገዛ ልጆቹን ቀርጥፎ የሚበላ ክ…,0,
እናቶቻችን ጎረቤት ጉድ እስኪል ድረስ ይገርፉን እና ልክ ሲያበቁ ሁለተኛ ትደግሚያትና እንዳሁኑ ነካ አድርጌ የምለቅሽ መስሎሻል ??,0,
አረ ምንሼ? የአዲስ አበባ ወጣት ጠላሁ! ወጣት ማለት ከ50 በላይ ሆነ እንዴ ሳናውቀው? ሚሊኒየም አዳራሽ ውስጥ ዛሬ የጎልማሶች ስብሰባ ነበር ቢባል ይቀላል!,0,
አንተ ቆሻሻ,0,
EBC ያልተገባ ተፅእኖ እያሳደረብን ነው...  የኢትዮጵያ ብሮድካስቲንግ ኮርፖሬሽን አስተዳደር በትግራኛ ቋንቋ ክፍል ላይ ያልተገባ ተጽእኖ እያሳደረ ነው ሲሉ የትግራኛ ክፍል ባልደረቦ…,0,
እኔ አላምንም! ኧረ ቅሌት!,0,
አቃቤ ህግ መጥሪያ የሰጣቸውን ተጠርጣሪዎች  አንዳንድ ክልሎች አሳልፈው አይሰጡም- አንዳንዶቹ ጭራሽ ይሾሟቸዋል! እንዲህ አይነት የክልልና የፌዴራል ግኑኝንት ባለበት አገር ውስጥ አገር ሳይሆን የሚያ…,0,
ወገኛ ??ሲያደርጉ ታይቶልኛል እንዳንተ አይነቱን መርዝ አንደኛ ቦልኬ ክብር አልሰጠውም ልክ ስትቦልከኝ በደንብ እንዳስነቀልኩክ ማረጋገጫዬ ስለሆነ እስክትነቅል ለራስህ ግ…,0,
በደራ ያሉ አማራዎች መሥርያ ወደላይ እየተኮሱ ከጋ** ጋር ጦርነት ነው ምንፈልገው እያለ እየሸለሉ እየፎከሮ  ኦሮሞውን መውጫ መግብያ እያሳጡት ነው   የኦሮሞ ህዝብ በሁሉም አቅጣጫ ጦርነት…,0,
በግድ የበታችነት ስሜት ይስማህ ነው? Sorry,0,
እውነት አታፍርም የሶስተኛ ክፍል ተማሬ ይሄን አቀደ አለመ አሳካ ስትል ????የእስፖንሰር ድርቅ,0,
እንዲህ ያለን ነጭ ውሸት በቴሌቪዥን ቀርቦ ማውራት? ድፍረቱን ከየት አመጣው?,0,
የሀገር ሽማግሌዎች በሕግ የበላይነት ካልታገዙ እነሱም የስርአተአልበኞች ተጠቂ ሲሀኑ እያየን ነው። አዛውንቶች የወጠጤዎች ጡጫና እርግጫ መለማመ…,0,
ድብቅ በጣም ብዙ ድሃ በጣም ብዙ ድሃ በጣም ብዙ ድሃ በጣም ብዙ ጊዜ በጣም ብዙ ጊዜ በጣም ብዙ ጊዜ በጣም ደካማ  በጣም ብዙ በጣም ብዙ ጊዜ በጣም ብዙ ድሃ በጣም ብዙ ድሃ በጣም ብ…,0,
አንተ ደግሞ ቶሎ የሚከፋህን ፀባይ እስካሁን አላሻሻልክም።,0,
ስንቶቻችን ነን ባለፉት ሁለት ዓመታት ብቻ በመላ አገሪቱ 34 መስጊዶች መቃጠላቸውን የምናውቀው? ከ 34ቱ የተቃጠሉት መስጊዶች 21 የተቃጠሉት በአንድ ክልል (በአማራ ብሄራዊ ክልል) መሆናቸውንስ?,0,
በመንገድ ላይ:-  አዲስ አበባ ቆሻሻ እና ጉንፋናም ከተማ መሆኗ አያከራክርም። ቆሻሻ መንገድ ዳር ለመጣል የሚሳቀቁ ስልጡን ነዋሪ ቢሆኑ እንኯን የቆሻሻ መጣያ በአቅራቢያው መቸም አያገኙ…,0,
ማን ፈቀደ ህዝብ ተወያይቶበታል? በቢሊዮን የሚቆጠር መሬትና የህዝብ ገንዘብ እየዘረፍክ ለፎቶ ከህዝብ በተሰበሰበው ገንዘብ ማንም ሳይፈቅድልህ ለምርጫ ስትል የህዝብን…,0,
ችግር የለውም እሱን እዚሁ ማስተካከል ይቻላል ፤ ብሄር የለንም የሚሉት የራሳቸውን ፓርቲ ይፍጠሩ,0,
እሺ! ሥምህን እና PPህን ቀይራ! አሥራት ወልደየሥ የአማራ ጎጠኛ ነበር!,0,
ሃሃሃሃ ዶማነትህ ከዚህ ነው የሚጀምረው እውነት የሚመስል ወሸት ያል…,0,
ውይይይ ምንድነው እንደ አሮጊት ካፕል ምትነዛነዙት?? ወደዛ ዶናት ግዛላት አቦ?????♂️,0,
ጭራቅ ከላይ እስከታች በአርቴፊሻል ብትሽሞኘሙኝም  እንደወረድሽ ነሽ?????? መጀመሪያ በራስሽ ኩሪ አፍሽን ከመክፈትሽ በፊት የሆንሽ ጨ ተገልብጣ ነገር,0,
አዲሰ አበባ ሞጣ መሰለህ እንዴ??,0,
ከክትክታ ወደ እስክስታ እንዴት እንደገባችሁ ገና አሁን እያነበብኩኝ ነው,0,
???? ወዮ ይቺ ደግሞ የባሰባት ነው,0,
ኢብራሂም ቢያይህ «አንተን የጨቆኑህ ‹አልተጨቆንኩም› ብለህ እስክታምን ድረስ ነው› ብሎ ይገረምብህ ነበር! ??   የመብት መገፈፍ ምን እንደሆነ ካለመረዳት የመነጨ ነው ች…,0,
አይ ሸገር!  አይ አዱ ገነት ?? በአንድ ከተማ ላይ በታክሲ የ3 ብር መንገድ ልዩነት አንዱ የክርስትና ልጅ አንዱ የእንጀራ ልጅ የሚሆንበት! አንዱ ካዛ ላይ የከፈለበትን የስብሰባ አዳ…,0,
የመጨረሻ እስትንፋሳ እስኪያደርጉ ድረስ ከፍተኛ ሥቃይ ይሰማዎታል ፣ የደምዎ መስመር ይሰቃያል እናም ከሞተ በኋላ ወደ ሲኦል ዋሻዎች ይገባል። ከሠራው ኃጢአት…,0,
Hahaha.....ሟርተኛ አትሁን እንጂ አቶ ያሬድ?  ገናን ሳላከብር  አታሟርትብኝ እንጂ?,0,
እሺ የሚስቶች ጠበቃ ነኝ አልሽሳ,0,
ዳር ቆሞ የአንዱን ሃሳብ ከነእንከን ከማሞካሸት ወይም ከመተቸት መሃል ላይ ቆሞ የሁለቱንም አስተውሎ፣ መርምሮ እና አመዛዝኖ ከሁለቱም አሳማኝ ሃሳቦችን ወስዶ፣ አውዳሚዎችን ደግሞ ትቶ…,0,
በእውነት ጾም ከባድ ነው??,0,
እንጀራ በህልሜ ብቻ እና ብቻ ነው የማየው  ሆድ ባሰኝ ሲበሎ ማየት በዩቱብ በፌስ ቡክ መንደር በቃ ብዙ አመታት አስቆጠርኩኝ እንጀራየ,0,
ይሄ  ባራምባራስ የባልደራስ ምርጫው እስኪያል ቢያስሩትጥሩ ነበር  ሞር ዝነኛ ይሆናል,0,
እርቀቱን ለማስረዳት ልደቱን ስናይ ጽንሰቱም ልደቱም በፍጹም ድንግልና ነው። እንደዚሁም ወደ መቃብር ከወረደ በኋላ ሲነሳ ድንጋይ አስነስቶ መግነዙን ፍቱልኝ ብሎ አደለም። በታሸገ መቃብ…,0,
ፕሮፌሰር ኢሊችን የአመቱ በጎ ሰው ብሎ የሸለመ ሰው ለኔ ቅቤ ያጠጣኛል ብለህ ካሰብክ ተሳስተሃል። ቢመቸው መርዝ በጥብጦ ነው የሚያጠጣህ። ለዚያ አይሁድ ፕሮፌሰር እውቅና ሰጥቶ መ…,0,
ክፉ ምቀኛ,0,
የትራፊኮቹን ጉቦ መቀበልና እዝላልነት በሹፌሮች ብቻ ማሳበቡ ተገቢ አይደለም,0,
እቺናት እንግዴ የኛ ሃገር! ሌሎቹም ከህውሃት ጋር አብረው ሃገሪቷን ወደብ አልባ እንድትሆን ያስደረጉ ሲቀጥልም 49አመት ጫካ ውስጥ የቆዩ 1ዓመት ቢቆይ በአለም አቀ…,0,
ድሮ አዲስ ነገር ላይ ስትፅፍ ጋዜጠኛ ትመስለኝ ነበር፤ ከቅርብ ግዜ ወዲህ ነው ነገረኛ መሆንህን ያወቁት ??,0,
ደብዳቤ ለአቶ ልደቱና ይልቃል ማለት ብቻ ነበር የቀራቸው።,0,
አብይ እነን የምሳዝነው አንተም ኦሮሞን ህዝብ ከዚህ በፊት ከከዱት ብዙ ይሁዲዎች ጋር መደመርህ ብቻ ሳይሆን አንተም ይሁዳ ሆነህ መገኘትህ ነው።  እግዝአብሐሄርም የስራህን ይ…,0,
በገዛ እጄ እጣ ፈንታዬ በል ውጣ።,0,
በኬኒያ የአሜሪካ ጦር ካምፕ ዛሬ በአል-ሸባብ ጥቃት ደረሰበት,0,
ባሌ ሰው ጠፋ። እንደ አሜባ ተበጣጥሶ ማለቁ ነው። ከዚህ በፊት ግማሽ ወረዳዎች ወደ አርሲ ታጥፈው እንደነበር የሚታወስ ነው።,0,
ደግ ነገር ስለማንውድ፣ የቀናነት ችግር ስለአለብን፣ የተዛባ ክፋት ያረቀው ግንዛቤና ደንቆሮች ስለሆን ነው እንደአህያዋ ሥጋ አመዱ ብቻ የሚያሰኘን!,0,
ሞጣ ላይ  ክርስቲያኑ ሱቁን ከፍቶ ሰራውን እየሰራ ሙስሊሙ አንገቱን ደፍቶ እያለቀሰ ይገኛል!!  እንደዚህ አይነት አሳፋሪ ጎረቤት ጋር መኖር ልብን ያደማል!!,0,
ድሮም እኮ ዳቦ መጥፊያችን ነው፤ ድፎ ሲሆን አስቡት ??,0,
ወይ ጉድ! አውቆ አብድ ነው ባክህ,0,
ለዚህ poor ገገም ድንጋይ ራስ ካለበት ፎቅ መወርወሮ ብቻ ነበር የሚገባው። Another form of TPLF.,0,
Someone stop me from usin የኢትዮጵያን ጽሑፍ በመጠቀም ፡፡ ከእንግዲህ አስቂኝ አይደለም። የአንተ አካል. ይጠፋል ፡፡ ወደፊት ደም ፡፡ መፍሰስ። በተስፋ መቁረጥዎ ውስጥ…,0,
መወለድ ነበረበት። ዛሬም በሃይማኖታዊ ዓለም ውስጥ የያዝነውን ስፍራና ስልጣን ወደ ጎን ትተን ወደ ጌታ ካልመጣን ዳግም ተወልደን የእግዚአብሔርን መንግስት ማየት አንችልም።,0,
እኛ= እሄንን ድርጊት ከማውገዝ ይልቅ ዝምታን የመረጡ፣በተለይ ወጣቶቹ (የጢቅት ሰዎች የጥፋት ተልዕኮ ማስፈፀሚያ የሆኑ)፣ተቋሞቻችን (የተሰጣቸውን ሀገራዊ ግዴታ መወ…,0,
አማርኛ እያወራን መግባባት ካልቻልንማ ምን ማድረግ ይቻላል?! ??,0,
የጉራጌ ዞን ውስጥ የታሰሩ የህሊና እስረኞች ይፈቱ ብሎ አለማለት ክህደት ነው፡፡ ህዝባው ጥላቻ ነው፡፡ ለህዝብ ጥቅም መስራት እንደ ወንጀል የሚታየው ነገር ሊቆም ይገባል፡፡ ፍትህ ተጓድሎዋል ht…,0,
እቺን ትልቅ ሃገር ለመምራት የተሰበሰቡት?? እነዚህ እራሳቸውን መምራት ማይችሉ ግማሾቹ አዛውንት ማቆያ፤ ግማሾቹ ፍርድ ቤት ቀርበው ላስጠፉት ነብስ መቀጣት ሲኖርባቸው ሃገር እንመራለን…,0,
ከ10 ሚሊየን የማይበልጡ እና ከ60 ሚሊየን የቱ ነው የሚበልጠው ለዛ ነው አማራው የማይቀበለው እናንተ 10 ሚሊየን አናሳ ናቸው,0,
ሳያልፍልን ደሞ 3ኛው የዓለም ጦርነት ሊጀመር ነው,0,
እውነት ነው አባቴ  እንዲህ ተረዳድተን ፣ ተደጋግፈን በደስታውም በሀዘኑም አብረን ነው የኖርነው ; እንዳሁኑ የተማሩ ማሀይሞች የዘር እና የክልል ፖለቲካ አምጥተው መርዝ ከመርጨታቸው በፊት። ????❤,0,
እሰክንድር ነጋ በኢትዮጵያ የርስ በርስ ግጭት አንዲቀጣጠልኀ ነዳጁን እያዘጋጀ ያለ ፋኖ ነው,0,
ገፄን የጠለፉት ወሮበሎች ከ6 ወራት በኋላ ዛሬ የእንኳን አደረሳችሁ መልዕክት አስተላልፈውበታል። የአማራ አይቲ ባለሙያዎች ይህን አካውንት እንዳገኘው ወይም እንዲዘጋ በማድረግ እገዛችሁን…,0,
የዘመኑ ኢትዮጵያዊነት እና ፌደራላዊነት አቀንቃኞች ድሮ መለስ ዜናዊ ትምክህተኛ ና ጥገኛ ካላቸው የሚለዩት በምንድን ነው?,0,
ተማሪዎች ትምህርት ማቋረጥና ሞት ያሳስበናል! ከሁሉ በላይ ደግሞ የሚዲያም የመንግስትም ነገሩን በዝምታ ማለፍ ያስተዛዝባል፣ ያሳዝናል!,0,
ወረኛ,0,
4/7- ኢትዮ 360: የኮሮና ቫይረስን ወደኢትዮጵያ እንዲገቡ ያደረገው የጀዋርና የቄሮን ሚስጥር የያዘ ቪዲዮ በእጃችን ገብቷል:: ለሀገር ደህንነትና ሰላም ስንል ይፋ ላለማድረግ ወስንናል??????,0,
የሚቶለቱለ አንዳች ይቶልትልብህ መርዝ ሰው በላ አውሬ አስመሳይ ጥፋ ከዚህ ወረኛ,0,
እረ እዚህ ወረፋ እየጠብኩ የ ቡና ሴትዮዋ በስልክ ስታወራ ድምጿ ታምቡር ይበጥሳል,0,
አጼ ኃይለስላሴ በምጽዋ በ1945 ዓ/ም  ያሰሩት መስጊድ የመሰረት ድንጋይ ጽሁፍ  ኦነጉ አህመዲን ጀበል ተብየው ሲወቅሳቸው  ሰምቼ ነበር ይሄን ምን ትላለህ በሉት እስቲ  መቼም ተሳስ…,0,
የቀን ጅቦች ጉራ መሆን ኣለበት ?????? እንጂ ጤነኛ ኣንጎል ያለው ገንዘቡንና ስሙን እንደው ዝም ብሎ ኣያጠፋም።,0,
Trump ስለ ግድቡ አንድም ነገር አላለም!ስለ ግድቡ መሆን አለበት እያወራ ያለው ሚሉት ሌሎች ናቸው።,0,
አየር ላይ ተንሳፈዋል እኮ:: በትምህርት ቤቶች ውስጥ የተሰገሰጉትን የማይመረቁ ቦዘኔ ቄሮዎችን: የኦነግ/የህዋሃት አቀንቃኞችን እና የሃይማኖት አክራሪዎችን ለምንድነው መንጥረው ማያባሯቸው?,0,
ጠቅላይሚኒስትሩ አገር የመምራት አቅም የላቸውም አቶ ልደቱ አያሌው,0,
መሬት ላይ ባለው ሀቅ መሰረት አንድ ስህተት አይደለም መቶ ስህተት ይሰራል ማን Merera Gudina ከጁዎር ጋር በአንድ አልጋ ላይ ይተኛሉ ብሎ አሰበ። እኔ ቡልቻ…,0,
መልካም ዜና ነው ክፉ አውሬ  አይልመድ ከለመደም አይውለድ ይባላል፡፡ እነዚህ ክፉ አውሬዎች መፋረድ ተገቢ ነው፡፡ ክልሉ ከጎበዝ አለቆች መጽዳት አለበት፡፡,0,
የተመሠከረላት ጀግና ነች  .. እንኳን ያንቺ አይነቷን ዱቄት ስንቷን አንጰርጵራለች,0,
ታይምስ ሚዲያ… ሰሞነኛ ጉዳዮች! ****************************** “… ኦፌኮ የጃዋር ጥፋት ማስፈጸሚያ ካባ ነው የሚሆነው፤  ኦሮሚያ ልዩ ፖሊስ የተዘጋጀው ለምርጫው ነው… ”…,0,
ልክ ብለሃል። እኛማ ተተብትበናል።,0,
‹‹አእምሮን በተገደበ ነፃነት ውስጥ ማንቀሳቀስ ትርፉ ባርነት ነው››,0,
ኩራት ወንድምን በመግደል ፥ በማሰር ፥ በማሰቃየት እና ሀገር በመዝረፍ ሆነ እንዴ?,0,
አይገርምህም ያቺ ቡዳ እንኳን የማይበላት ልጅ ቆንጆ ተብዬ ተለከፍኩ ብላ ስትቀውጠው ናፍቆት እንባ ዱብ ዱብ ስትጫወት እንዳልነበር?????♂️,0,
So what? መግለጫ! ጥሩ ቀልድ ነዉ,0,
ይሄንን እኮ ነው መቻል ያቃተኝ ራስ ዳሽን ራሱ እንደናንተ ራሱን መች ይቆልላል በየሱስስስ ስም????,0,
ለማንኛውም  የኢትዮጵያ በጀት 13 ቢልዮን አይደለም,0,
ናማ የበግ ወጥ ላይ እየደረሰ ያለውን ጥቃት መክት,0,
ጫት ተራ,0,
ባለጌ በሁሉም ዘርና ሀይማኖት አለ የሚወክለውም እራሱንና መስሎቹን ነው ሁሴንን ግን በግድ የበታችነትይስማህ ማለት አትችልም  እሱኮ እራ…,0,
ልብ ወለድ መጽሃፍ እኮ እላልኩም:: ትክክለኛ ማስረጃ ነው ያልኩት!,0,
አንቺ  ልጅ እየተበላሸሽ ነዉ ፣ከነማን ጋር መዋል  ጀምረሽ ነው?  ዋ!,0,
የኢዜማው፡ቱልቱላ ብርሃኑ ነጋ  ኮ/ል ኣብይን እንደሚያማክር የምርጫ ቦርድ ሪፎርምም እንድሚያግዝ ሲናገር ሰምተናል። ኣማራ እስረኞችን ማስፈታት እንዴታ ኣቃታቹ? ወይስ የእርሶውም የኣዞ እምባ ነገር ነው!,0,
አንተ ሸይጣን በማስመሰል ስትውል ያዛነፍከውን ሚዛን ለመጠበቅ ይሆን?,0,
ምን የጉድ ሃገር ነው.... ምርጫ አይደረግም ብሎ ቅስቀሳ?,0,
ይሄ የችኮች ሴራ ነው ????,0,
የአብይ ተላላኪ እንዳይሆን ብቻ ምኞቴ ነው,0,
የሜሞሪ ሎስ እንኳን ተጠቂ ነኝ!  አልዋሽም!,0,
ቆሻሻዎቹ አፄዎች የኢትዮጵያን ሙስሊም የበደሉት በደል የትየለሌ ነው!!!,0,
Shame! የጋራ እፍረታችን ነው። የኛው ነውር ነው።   ነፍስህ በሰላም ትረፍ!,0,
ይህ ትዉድ እኮ ስለባህር በር እንዳያነሳ አድርገዉ መለስና ኢሳያስ  ጠፍጥፈው የሰሩት ትወልድ ነዉ,0,
ይሻላል አላቹ?? Peace ይመቻቹ... አስቴር ትሙት 2012 በሀበሻ አቆጣጠር አልመሰለኝም ነበር ??...ላሽ ላሽ ላሽ,0,
እንካን አንድ ሉኣላዊ ሀገር ይቅርና አንድ ቤተሰብ እንድህ አፍኖ ማስተዳደር ይከብዳል አንተ ዝግ,0,
ትታጠባታለህ  !!!  የፍልውሃ መግቢያ በርን በሁለት እጆቹ ጭብጥ አድርጎ ይዞ አልገባም እያለ ይጮሃል ። ወዲህ ያለው ሰው. .ከንፈሩን በቁጭት ነክሶ ትገባታለህ ፡ ትታጠባታለህ እያለ…,0,
